algorithm,crypto_family,file_size,key_size,label_group,mode,original_file_id,original_type,path,sample_id,split,tool
XOR,weak_obfuscation_like,59620,128,XOR_like,REPEATING_KEY,0423-csv,csv,data/generated\XOR_like\007601.enc,007601,test,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,59908,256,hybrid_AES_RSA_like,CBC+OAEP,0423-csv,csv,data/generated\hybrid_AES_RSA_like\007602.enc,007602,test,pycryptodome
none,not_encrypted,77312,0,not_encrypted,,0423-doc,doc,data/generated\not_encrypted\007603.enc,007603,train,pycryptodome
gzip,compressed_only,19689,0,compressed_only,,0423-doc,doc,data/generated\compressed_only\007604.enc,007604,train,pycryptodome
AES,block_padded_mode_like,77324,256,AES_like,CTR,0423-doc,doc,data/generated\AES_like\007605.enc,007605,train,pycryptodome
Salsa20,stream_or_counter_mode_like,77332,256,ChaCha20_Salsa20_like,,0423-doc,doc,data/generated\ChaCha20_Salsa20_like\007606.enc,007606,train,pycryptodome
XOR,weak_obfuscation_like,77312,128,XOR_like,REPEATING_KEY,0423-doc,doc,data/generated\XOR_like\007607.enc,007607,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,77584,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0423-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\007608.enc,007608,train,pycryptodome
none,not_encrypted,42123,0,not_encrypted,,0423-exe,exe,data/generated\not_encrypted\007609.enc,007609,train,pycryptodome
gzip,compressed_only,41735,0,compressed_only,,0423-exe,exe,data/generated\compressed_only\007610.enc,007610,train,pycryptodome
AES,block_padded_mode_like,42151,256,AES_like,CFB,0423-exe,exe,data/generated\AES_like\007611.enc,007611,train,pycryptodome
RC4,stream_or_counter_mode_like,42123,256,RC4_like,STREAM,0423-exe,exe,data/generated\RC4_like\007612.enc,007612,train,pycryptodome
XOR,weak_obfuscation_like,42123,128,XOR_like,REPEATING_KEY,0423-exe,exe,data/generated\XOR_like\007613.enc,007613,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,42399,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0423-exe,exe,data/generated\hybrid_Salsa20_RSA_like\007614.enc,007614,train,pycryptodome
none,not_encrypted,299865,0,not_encrypted,,0424-csv,csv,data/generated\not_encrypted\007615.enc,007615,train,pycryptodome
gzip,compressed_only,16679,0,compressed_only,,0424-csv,csv,data/generated\compressed_only\007616.enc,007616,train,pycryptodome
AES,block_padded_mode_like,299885,256,AES_like,OFB,0424-csv,csv,data/generated\AES_like\007617.enc,007617,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,299881,256,ChaCha20_Salsa20_like,,0424-csv,csv,data/generated\ChaCha20_Salsa20_like\007618.enc,007618,train,pycryptodome
XOR,weak_obfuscation_like,299865,128,XOR_like,REPEATING_KEY,0424-csv,csv,data/generated\XOR_like\007619.enc,007619,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,300148,256,hybrid_AES_RSA_like,CBC+OAEP,0424-csv,csv,data/generated\hybrid_AES_RSA_like\007620.enc,007620,train,pycryptodome
none,not_encrypted,49664,0,not_encrypted,,0424-doc,doc,data/generated\not_encrypted\007621.enc,007621,train,pycryptodome
gzip,compressed_only,14970,0,compressed_only,,0424-doc,doc,data/generated\compressed_only\007622.enc,007622,train,pycryptodome
AES,block_padded_mode_like,49700,256,AES_like,GCM,0424-doc,doc,data/generated\AES_like\007623.enc,007623,train,pycryptodome
Salsa20,stream_or_counter_mode_like,49684,256,ChaCha20_Salsa20_like,,0424-doc,doc,data/generated\ChaCha20_Salsa20_like\007624.enc,007624,train,pycryptodome
XOR,weak_obfuscation_like,49664,128,XOR_like,REPEATING_KEY,0424-doc,doc,data/generated\XOR_like\007625.enc,007625,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,49936,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0424-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\007626.enc,007626,train,pycryptodome
none,not_encrypted,138843,0,not_encrypted,,0424-exe,exe,data/generated\not_encrypted\007627.enc,007627,val,pycryptodome
gzip,compressed_only,34548,0,compressed_only,,0424-exe,exe,data/generated\compressed_only\007628.enc,007628,val,pycryptodome
3DES,block_padded_mode_like,138860,192,3DES_like,CBC,0424-exe,exe,data/generated\3DES_like\007629.enc,007629,val,pycryptodome
RC4,stream_or_counter_mode_like,138843,256,RC4_like,STREAM,0424-exe,exe,data/generated\RC4_like\007630.enc,007630,val,pycryptodome
XOR,weak_obfuscation_like,138843,128,XOR_like,REPEATING_KEY,0424-exe,exe,data/generated\XOR_like\007631.enc,007631,val,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,139119,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0424-exe,exe,data/generated\hybrid_Salsa20_RSA_like\007632.enc,007632,val,pycryptodome
none,not_encrypted,32774,0,not_encrypted,,0425-csv,csv,data/generated\not_encrypted\007633.enc,007633,val,pycryptodome
gzip,compressed_only,2567,0,compressed_only,,0425-csv,csv,data/generated\compressed_only\007634.enc,007634,val,pycryptodome
Blowfish,block_padded_mode_like,32796,256,Blowfish_like,CBC,0425-csv,csv,data/generated\Blowfish_like\007635.enc,007635,val,pycryptodome
ChaCha20,stream_or_counter_mode_like,32790,256,ChaCha20_Salsa20_like,,0425-csv,csv,data/generated\ChaCha20_Salsa20_like\007636.enc,007636,val,pycryptodome
XOR,weak_obfuscation_like,32774,128,XOR_like,REPEATING_KEY,0425-csv,csv,data/generated\XOR_like\007637.enc,007637,val,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,33060,256,hybrid_AES_RSA_like,CBC+OAEP,0425-csv,csv,data/generated\hybrid_AES_RSA_like\007638.enc,007638,val,pycryptodome
none,not_encrypted,39936,0,not_encrypted,,0425-doc,doc,data/generated\not_encrypted\007639.enc,007639,train,pycryptodome
gzip,compressed_only,9767,0,compressed_only,,0425-doc,doc,data/generated\compressed_only\007640.enc,007640,train,pycryptodome
DES,block_padded_mode_like,39956,56,DES_like,CBC,0425-doc,doc,data/generated\DES_like\007641.enc,007641,train,pycryptodome
Salsa20,stream_or_counter_mode_like,39956,256,ChaCha20_Salsa20_like,,0425-doc,doc,data/generated\ChaCha20_Salsa20_like\007642.enc,007642,train,pycryptodome
XOR,weak_obfuscation_like,39936,128,XOR_like,REPEATING_KEY,0425-doc,doc,data/generated\XOR_like\007643.enc,007643,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,40208,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0425-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\007644.enc,007644,train,pycryptodome
none,not_encrypted,235872,0,not_encrypted,,0425-exe,exe,data/generated\not_encrypted\007645.enc,007645,train,pycryptodome
gzip,compressed_only,90086,0,compressed_only,,0425-exe,exe,data/generated\compressed_only\007646.enc,007646,train,pycryptodome
RC2,block_padded_mode_like,235892,128,RC2_like,CBC,0425-exe,exe,data/generated\RC2_like\007647.enc,007647,train,pycryptodome
RC4,stream_or_counter_mode_like,235872,256,RC4_like,STREAM,0425-exe,exe,data/generated\RC4_like\007648.enc,007648,train,pycryptodome
XOR,weak_obfuscation_like,235872,128,XOR_like,REPEATING_KEY,0425-exe,exe,data/generated\XOR_like\007649.enc,007649,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,236148,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0425-exe,exe,data/generated\hybrid_Salsa20_RSA_like\007650.enc,007650,train,pycryptodome
none,not_encrypted,617,0,not_encrypted,,0426-csv,csv,data/generated\not_encrypted\007651.enc,007651,train,pycryptodome
gzip,compressed_only,317,0,compressed_only,,0426-csv,csv,data/generated\compressed_only\007652.enc,007652,train,pycryptodome
CAST5,block_padded_mode_like,644,128,CAST5_like,CBC,0426-csv,csv,data/generated\CAST5_like\007653.enc,007653,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,633,256,ChaCha20_Salsa20_like,,0426-csv,csv,data/generated\ChaCha20_Salsa20_like\007654.enc,007654,train,pycryptodome
XOR,weak_obfuscation_like,617,128,XOR_like,REPEATING_KEY,0426-csv,csv,data/generated\XOR_like\007655.enc,007655,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,900,256,hybrid_AES_RSA_like,CBC+OAEP,0426-csv,csv,data/generated\hybrid_AES_RSA_like\007656.enc,007656,train,pycryptodome
none,not_encrypted,1475584,0,not_encrypted,,0426-doc,doc,data/generated\not_encrypted\007657.enc,007657,train,pycryptodome
gzip,compressed_only,1327260,0,compressed_only,,0426-doc,doc,data/generated\compressed_only\007658.enc,007658,train,pycryptodome
AES,block_padded_mode_like,1475620,256,AES_like,CBC,0426-doc,doc,data/generated\AES_like\007659.enc,007659,train,pycryptodome
Salsa20,stream_or_counter_mode_like,1475604,256,ChaCha20_Salsa20_like,,0426-doc,doc,data/generated\ChaCha20_Salsa20_like\007660.enc,007660,train,pycryptodome
XOR,weak_obfuscation_like,1475584,128,XOR_like,REPEATING_KEY,0426-doc,doc,data/generated\XOR_like\007661.enc,007661,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,1475856,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0426-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\007662.enc,007662,train,pycryptodome
none,not_encrypted,236224,0,not_encrypted,,0426-exe,exe,data/generated\not_encrypted\007663.enc,007663,train,pycryptodome
gzip,compressed_only,90020,0,compressed_only,,0426-exe,exe,data/generated\compressed_only\007664.enc,007664,train,pycryptodome
AES,block_padded_mode_like,236240,256,AES_like,ECB,0426-exe,exe,data/generated\AES_like\007665.enc,007665,train,pycryptodome
RC4,stream_or_counter_mode_like,236224,256,RC4_like,STREAM,0426-exe,exe,data/generated\RC4_like\007666.enc,007666,train,pycryptodome
XOR,weak_obfuscation_like,236224,128,XOR_like,REPEATING_KEY,0426-exe,exe,data/generated\XOR_like\007667.enc,007667,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,236500,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0426-exe,exe,data/generated\hybrid_Salsa20_RSA_like\007668.enc,007668,train,pycryptodome
none,not_encrypted,108279,0,not_encrypted,,0427-csv,csv,data/generated\not_encrypted\007669.enc,007669,train,pycryptodome
gzip,compressed_only,25467,0,compressed_only,,0427-csv,csv,data/generated\compressed_only\007670.enc,007670,train,pycryptodome
AES,block_padded_mode_like,108291,256,AES_like,CTR,0427-csv,csv,data/generated\AES_like\007671.enc,007671,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,108295,256,ChaCha20_Salsa20_like,,0427-csv,csv,data/generated\ChaCha20_Salsa20_like\007672.enc,007672,train,pycryptodome
XOR,weak_obfuscation_like,108279,128,XOR_like,REPEATING_KEY,0427-csv,csv,data/generated\XOR_like\007673.enc,007673,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,108564,256,hybrid_AES_RSA_like,CBC+OAEP,0427-csv,csv,data/generated\hybrid_AES_RSA_like\007674.enc,007674,train,pycryptodome
none,not_encrypted,49664,0,not_encrypted,,0427-doc,doc,data/generated\not_encrypted\007675.enc,007675,train,pycryptodome
gzip,compressed_only,20575,0,compressed_only,,0427-doc,doc,data/generated\compressed_only\007676.enc,007676,train,pycryptodome
AES,block_padded_mode_like,49692,256,AES_like,CFB,0427-doc,doc,data/generated\AES_like\007677.enc,007677,train,pycryptodome
Salsa20,stream_or_counter_mode_like,49684,256,ChaCha20_Salsa20_like,,0427-doc,doc,data/generated\ChaCha20_Salsa20_like\007678.enc,007678,train,pycryptodome
XOR,weak_obfuscation_like,49664,128,XOR_like,REPEATING_KEY,0427-doc,doc,data/generated\XOR_like\007679.enc,007679,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,49936,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0427-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\007680.enc,007680,train,pycryptodome
none,not_encrypted,236160,0,not_encrypted,,0427-exe,exe,data/generated\not_encrypted\007681.enc,007681,test,pycryptodome
gzip,compressed_only,90150,0,compressed_only,,0427-exe,exe,data/generated\compressed_only\007682.enc,007682,test,pycryptodome
AES,block_padded_mode_like,236180,256,AES_like,OFB,0427-exe,exe,data/generated\AES_like\007683.enc,007683,test,pycryptodome
RC4,stream_or_counter_mode_like,236160,256,RC4_like,STREAM,0427-exe,exe,data/generated\RC4_like\007684.enc,007684,test,pycryptodome
XOR,weak_obfuscation_like,236160,128,XOR_like,REPEATING_KEY,0427-exe,exe,data/generated\XOR_like\007685.enc,007685,test,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,236436,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0427-exe,exe,data/generated\hybrid_Salsa20_RSA_like\007686.enc,007686,test,pycryptodome
none,not_encrypted,80369,0,not_encrypted,,0428-csv,csv,data/generated\not_encrypted\007687.enc,007687,train,pycryptodome
gzip,compressed_only,7730,0,compressed_only,,0428-csv,csv,data/generated\compressed_only\007688.enc,007688,train,pycryptodome
AES,block_padded_mode_like,80405,256,AES_like,GCM,0428-csv,csv,data/generated\AES_like\007689.enc,007689,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,80385,256,ChaCha20_Salsa20_like,,0428-csv,csv,data/generated\ChaCha20_Salsa20_like\007690.enc,007690,train,pycryptodome
XOR,weak_obfuscation_like,80369,128,XOR_like,REPEATING_KEY,0428-csv,csv,data/generated\XOR_like\007691.enc,007691,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,80660,256,hybrid_AES_RSA_like,CBC+OAEP,0428-csv,csv,data/generated\hybrid_AES_RSA_like\007692.enc,007692,train,pycryptodome
none,not_encrypted,245248,0,not_encrypted,,0428-doc,doc,data/generated\not_encrypted\007693.enc,007693,train,pycryptodome
gzip,compressed_only,129487,0,compressed_only,,0428-doc,doc,data/generated\compressed_only\007694.enc,007694,train,pycryptodome
3DES,block_padded_mode_like,245268,192,3DES_like,CBC,0428-doc,doc,data/generated\3DES_like\007695.enc,007695,train,pycryptodome
Salsa20,stream_or_counter_mode_like,245268,256,ChaCha20_Salsa20_like,,0428-doc,doc,data/generated\ChaCha20_Salsa20_like\007696.enc,007696,train,pycryptodome
XOR,weak_obfuscation_like,245248,128,XOR_like,REPEATING_KEY,0428-doc,doc,data/generated\XOR_like\007697.enc,007697,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,245520,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0428-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\007698.enc,007698,train,pycryptodome
none,not_encrypted,16993,0,not_encrypted,,0428-exe,exe,data/generated\not_encrypted\007699.enc,007699,train,pycryptodome
gzip,compressed_only,10530,0,compressed_only,,0428-exe,exe,data/generated\compressed_only\007700.enc,007700,train,pycryptodome
Blowfish,block_padded_mode_like,17020,256,Blowfish_like,CBC,0428-exe,exe,data/generated\Blowfish_like\007701.enc,007701,train,pycryptodome
RC4,stream_or_counter_mode_like,16993,256,RC4_like,STREAM,0428-exe,exe,data/generated\RC4_like\007702.enc,007702,train,pycryptodome
XOR,weak_obfuscation_like,16993,128,XOR_like,REPEATING_KEY,0428-exe,exe,data/generated\XOR_like\007703.enc,007703,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,17269,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0428-exe,exe,data/generated\hybrid_Salsa20_RSA_like\007704.enc,007704,train,pycryptodome
none,not_encrypted,21161,0,not_encrypted,,0429-csv,csv,data/generated\not_encrypted\007705.enc,007705,val,pycryptodome
gzip,compressed_only,1866,0,compressed_only,,0429-csv,csv,data/generated\compressed_only\007706.enc,007706,val,pycryptodome
DES,block_padded_mode_like,21180,56,DES_like,CBC,0429-csv,csv,data/generated\DES_like\007707.enc,007707,val,pycryptodome
ChaCha20,stream_or_counter_mode_like,21177,256,ChaCha20_Salsa20_like,,0429-csv,csv,data/generated\ChaCha20_Salsa20_like\007708.enc,007708,val,pycryptodome
XOR,weak_obfuscation_like,21161,128,XOR_like,REPEATING_KEY,0429-csv,csv,data/generated\XOR_like\007709.enc,007709,val,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,21444,256,hybrid_AES_RSA_like,CBC+OAEP,0429-csv,csv,data/generated\hybrid_AES_RSA_like\007710.enc,007710,val,pycryptodome
none,not_encrypted,311296,0,not_encrypted,,0429-doc,doc,data/generated\not_encrypted\007711.enc,007711,test,pycryptodome
gzip,compressed_only,196772,0,compressed_only,,0429-doc,doc,data/generated\compressed_only\007712.enc,007712,test,pycryptodome
RC2,block_padded_mode_like,311316,128,RC2_like,CBC,0429-doc,doc,data/generated\RC2_like\007713.enc,007713,test,pycryptodome
Salsa20,stream_or_counter_mode_like,311316,256,ChaCha20_Salsa20_like,,0429-doc,doc,data/generated\ChaCha20_Salsa20_like\007714.enc,007714,test,pycryptodome
XOR,weak_obfuscation_like,311296,128,XOR_like,REPEATING_KEY,0429-doc,doc,data/generated\XOR_like\007715.enc,007715,test,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,311568,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0429-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\007716.enc,007716,test,pycryptodome
none,not_encrypted,37376,0,not_encrypted,,0429-exe,exe,data/generated\not_encrypted\007717.enc,007717,train,pycryptodome
gzip,compressed_only,17633,0,compressed_only,,0429-exe,exe,data/generated\compressed_only\007718.enc,007718,train,pycryptodome
CAST5,block_padded_mode_like,37404,128,CAST5_like,CBC,0429-exe,exe,data/generated\CAST5_like\007719.enc,007719,train,pycryptodome
RC4,stream_or_counter_mode_like,37376,256,RC4_like,STREAM,0429-exe,exe,data/generated\RC4_like\007720.enc,007720,train,pycryptodome
XOR,weak_obfuscation_like,37376,128,XOR_like,REPEATING_KEY,0429-exe,exe,data/generated\XOR_like\007721.enc,007721,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,37652,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0429-exe,exe,data/generated\hybrid_Salsa20_RSA_like\007722.enc,007722,train,pycryptodome
none,not_encrypted,9559,0,not_encrypted,,0430-csv,csv,data/generated\not_encrypted\007723.enc,007723,test,pycryptodome
gzip,compressed_only,3355,0,compressed_only,,0430-csv,csv,data/generated\compressed_only\007724.enc,007724,test,pycryptodome
AES,block_padded_mode_like,9588,256,AES_like,CBC,0430-csv,csv,data/generated\AES_like\007725.enc,007725,test,pycryptodome
ChaCha20,stream_or_counter_mode_like,9575,256,ChaCha20_Salsa20_like,,0430-csv,csv,data/generated\ChaCha20_Salsa20_like\007726.enc,007726,test,pycryptodome
XOR,weak_obfuscation_like,9559,128,XOR_like,REPEATING_KEY,0430-csv,csv,data/generated\XOR_like\007727.enc,007727,test,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,9844,256,hybrid_AES_RSA_like,CBC+OAEP,0430-csv,csv,data/generated\hybrid_AES_RSA_like\007728.enc,007728,test,pycryptodome
none,not_encrypted,137728,0,not_encrypted,,0430-doc,doc,data/generated\not_encrypted\007729.enc,007729,train,pycryptodome
gzip,compressed_only,78454,0,compressed_only,,0430-doc,doc,data/generated\compressed_only\007730.enc,007730,train,pycryptodome
AES,block_padded_mode_like,137744,256,AES_like,ECB,0430-doc,doc,data/generated\AES_like\007731.enc,007731,train,pycryptodome
Salsa20,stream_or_counter_mode_like,137748,256,ChaCha20_Salsa20_like,,0430-doc,doc,data/generated\ChaCha20_Salsa20_like\007732.enc,007732,train,pycryptodome
XOR,weak_obfuscation_like,137728,128,XOR_like,REPEATING_KEY,0430-doc,doc,data/generated\XOR_like\007733.enc,007733,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,138000,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0430-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\007734.enc,007734,train,pycryptodome
none,not_encrypted,70699,0,not_encrypted,,0430-exe,exe,data/generated\not_encrypted\007735.enc,007735,train,pycryptodome
gzip,compressed_only,20829,0,compressed_only,,0430-exe,exe,data/generated\compressed_only\007736.enc,007736,train,pycryptodome
AES,block_padded_mode_like,70711,256,AES_like,CTR,0430-exe,exe,data/generated\AES_like\007737.enc,007737,train,pycryptodome
RC4,stream_or_counter_mode_like,70699,256,RC4_like,STREAM,0430-exe,exe,data/generated\RC4_like\007738.enc,007738,train,pycryptodome
XOR,weak_obfuscation_like,70699,128,XOR_like,REPEATING_KEY,0430-exe,exe,data/generated\XOR_like\007739.enc,007739,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,70975,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0430-exe,exe,data/generated\hybrid_Salsa20_RSA_like\007740.enc,007740,train,pycryptodome
none,not_encrypted,3982,0,not_encrypted,,0431-csv,csv,data/generated\not_encrypted\007741.enc,007741,train,pycryptodome
gzip,compressed_only,724,0,compressed_only,,0431-csv,csv,data/generated\compressed_only\007742.enc,007742,train,pycryptodome
AES,block_padded_mode_like,4010,256,AES_like,CFB,0431-csv,csv,data/generated\AES_like\007743.enc,007743,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,3998,256,ChaCha20_Salsa20_like,,0431-csv,csv,data/generated\ChaCha20_Salsa20_like\007744.enc,007744,train,pycryptodome
XOR,weak_obfuscation_like,3982,128,XOR_like,REPEATING_KEY,0431-csv,csv,data/generated\XOR_like\007745.enc,007745,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,4260,256,hybrid_AES_RSA_like,CBC+OAEP,0431-csv,csv,data/generated\hybrid_AES_RSA_like\007746.enc,007746,train,pycryptodome
none,not_encrypted,68096,0,not_encrypted,,0431-doc,doc,data/generated\not_encrypted\007747.enc,007747,train,pycryptodome
gzip,compressed_only,42533,0,compressed_only,,0431-doc,doc,data/generated\compressed_only\007748.enc,007748,train,pycryptodome
AES,block_padded_mode_like,68116,256,AES_like,OFB,0431-doc,doc,data/generated\AES_like\007749.enc,007749,train,pycryptodome
Salsa20,stream_or_counter_mode_like,68116,256,ChaCha20_Salsa20_like,,0431-doc,doc,data/generated\ChaCha20_Salsa20_like\007750.enc,007750,train,pycryptodome
XOR,weak_obfuscation_like,68096,128,XOR_like,REPEATING_KEY,0431-doc,doc,data/generated\XOR_like\007751.enc,007751,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,68368,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0431-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\007752.enc,007752,train,pycryptodome
none,not_encrypted,759140,0,not_encrypted,,0431-exe,exe,data/generated\not_encrypted\007753.enc,007753,test,pycryptodome
gzip,compressed_only,689384,0,compressed_only,,0431-exe,exe,data/generated\compressed_only\007754.enc,007754,test,pycryptodome
AES,block_padded_mode_like,759176,256,AES_like,GCM,0431-exe,exe,data/generated\AES_like\007755.enc,007755,test,pycryptodome
RC4,stream_or_counter_mode_like,759140,256,RC4_like,STREAM,0431-exe,exe,data/generated\RC4_like\007756.enc,007756,test,pycryptodome
XOR,weak_obfuscation_like,759140,128,XOR_like,REPEATING_KEY,0431-exe,exe,data/generated\XOR_like\007757.enc,007757,test,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,759416,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0431-exe,exe,data/generated\hybrid_Salsa20_RSA_like\007758.enc,007758,test,pycryptodome
none,not_encrypted,2743,0,not_encrypted,,0432-csv,csv,data/generated\not_encrypted\007759.enc,007759,train,pycryptodome
gzip,compressed_only,856,0,compressed_only,,0432-csv,csv,data/generated\compressed_only\007760.enc,007760,train,pycryptodome
3DES,block_padded_mode_like,2756,192,3DES_like,CBC,0432-csv,csv,data/generated\3DES_like\007761.enc,007761,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,2759,256,ChaCha20_Salsa20_like,,0432-csv,csv,data/generated\ChaCha20_Salsa20_like\007762.enc,007762,train,pycryptodome
XOR,weak_obfuscation_like,2743,128,XOR_like,REPEATING_KEY,0432-csv,csv,data/generated\XOR_like\007763.enc,007763,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,3028,256,hybrid_AES_RSA_like,CBC+OAEP,0432-csv,csv,data/generated\hybrid_AES_RSA_like\007764.enc,007764,train,pycryptodome
none,not_encrypted,117248,0,not_encrypted,,0432-doc,doc,data/generated\not_encrypted\007765.enc,007765,train,pycryptodome
gzip,compressed_only,51184,0,compressed_only,,0432-doc,doc,data/generated\compressed_only\007766.enc,007766,train,pycryptodome
Blowfish,block_padded_mode_like,117276,256,Blowfish_like,CBC,0432-doc,doc,data/generated\Blowfish_like\007767.enc,007767,train,pycryptodome
Salsa20,stream_or_counter_mode_like,117268,256,ChaCha20_Salsa20_like,,0432-doc,doc,data/generated\ChaCha20_Salsa20_like\007768.enc,007768,train,pycryptodome
XOR,weak_obfuscation_like,117248,128,XOR_like,REPEATING_KEY,0432-doc,doc,data/generated\XOR_like\007769.enc,007769,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,117520,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0432-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\007770.enc,007770,train,pycryptodome
none,not_encrypted,1584640,0,not_encrypted,,0432-exe,exe,data/generated\not_encrypted\007771.enc,007771,train,pycryptodome
gzip,compressed_only,1573908,0,compressed_only,,0432-exe,exe,data/generated\compressed_only\007772.enc,007772,train,pycryptodome
DES,block_padded_mode_like,1584660,56,DES_like,CBC,0432-exe,exe,data/generated\DES_like\007773.enc,007773,train,pycryptodome
RC4,stream_or_counter_mode_like,1584640,256,RC4_like,STREAM,0432-exe,exe,data/generated\RC4_like\007774.enc,007774,train,pycryptodome
XOR,weak_obfuscation_like,1584640,128,XOR_like,REPEATING_KEY,0432-exe,exe,data/generated\XOR_like\007775.enc,007775,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,1584916,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0432-exe,exe,data/generated\hybrid_Salsa20_RSA_like\007776.enc,007776,train,pycryptodome
none,not_encrypted,192407,0,not_encrypted,,0433-csv,csv,data/generated\not_encrypted\007777.enc,007777,train,pycryptodome
gzip,compressed_only,10153,0,compressed_only,,0433-csv,csv,data/generated\compressed_only\007778.enc,007778,train,pycryptodome
RC2,block_padded_mode_like,192420,128,RC2_like,CBC,0433-csv,csv,data/generated\RC2_like\007779.enc,007779,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,192423,256,ChaCha20_Salsa20_like,,0433-csv,csv,data/generated\ChaCha20_Salsa20_like\007780.enc,007780,train,pycryptodome
XOR,weak_obfuscation_like,192407,128,XOR_like,REPEATING_KEY,0433-csv,csv,data/generated\XOR_like\007781.enc,007781,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,192692,256,hybrid_AES_RSA_like,CBC+OAEP,0433-csv,csv,data/generated\hybrid_AES_RSA_like\007782.enc,007782,train,pycryptodome
none,not_encrypted,67072,0,not_encrypted,,0433-doc,doc,data/generated\not_encrypted\007783.enc,007783,train,pycryptodome
gzip,compressed_only,23652,0,compressed_only,,0433-doc,doc,data/generated\compressed_only\007784.enc,007784,train,pycryptodome
CAST5,block_padded_mode_like,67100,128,CAST5_like,CBC,0433-doc,doc,data/generated\CAST5_like\007785.enc,007785,train,pycryptodome
Salsa20,stream_or_counter_mode_like,67092,256,ChaCha20_Salsa20_like,,0433-doc,doc,data/generated\ChaCha20_Salsa20_like\007786.enc,007786,train,pycryptodome
